"cui","pt_code","adr","saedr_score","saedr_score_std"
"C0855670",10005434,"blood chromium decreased",0.368774782496489,0.0380922908205288
"C0855756",10037012,"protein total abnormal",0.368883293028118,0.0358766115616997
"C0854075",10053112,"bence jones protein urine present",0.368917219560208,0.0348134589877574
"C0239223",10065785,"external ear pain",0.3690278690381,0.0649305941779102
"C0855917",10005384,"blood caffeine increased",0.369082271545631,0.0375681672642262
"C1167984",10059940,"myoglobin blood decreased",0.36916488208549,0.0531497022012746
"C0438717",10054889,"transaminases increased",0.36916718871633,0.0249480641012255
"C0027769",10029216,"nervousness",0.36920937113082,0.0803888758958006
"C1328444",10063271,"progesterone decreased",0.369241134670497,0.0284606617646222
"C1112318",10057028,"meconium stain",0.369422620780157,0.0322556167670567
"C1112511",10056629,"dehydroepiandrosterone decreased",0.369523203814408,0.0259673659179295
"C0149696",10061958,"food intolerance",0.36953089874397,0.0321085574254959
"C1328489",10051076,"multiple drug overdose prescribed",0.369621852108645,0.10476265621465
"C0854134",10005370,"blood bilirubin unconjugated increased",0.369647065932538,0.0537271622725944
"C3665358",10017600,"galactorrhoea",0.369655181477524,0.0843372136928604
"C0231262",10069600,"body temperature normal",0.369758850073369,0.0509754713030336
"C0392182",10033310,"ovulation delayed",0.369872899368272,0.0573512252656573
"C0040262",10056131,"tinea versicolour",0.369914671932052,0.0320098129780218
"C0151698",10022067,"injection site haemorrhage",0.370158500053399,0.0820031299318736
"C1142468",10059052,"stoma site candida",0.370192633974787,0.0694071067438903
"C0020175",10020466,"hunger",0.370193791339067,0.0505373441703665
"C0020437",10005396,"blood calcium increased",0.370316135204216,0.0368731133424899
"C3160771",10070925,"sperm concentration decreased",0.37036280206296,0.0241578341418273
"C1096150",10053839,"ubiquinone decreased",0.370545981693254,0.0268744996272074
"C0032026",10035114,"pityriasis rosea",0.370556217773388,0.0341550307400647
"C1262166",10062625,"parasite allergy",0.370572474007397,0.0279430748028684
"C0541773",10036997,"protein anabolism increased",0.370633030698277,0.0318243371352894
"C1096344",10055003,"creatinine urine decreased",0.37066887896264,0.0304152413637953
"C0854362",10001642,"aldolase increased",0.370771337647089,0.0251710804909876
"C0948414",10052470,"postictal headache",0.370798767904832,0.0919775848885218
"C0700572",10048334,"mobility decreased",0.370857939045654,0.0342988786936508
"C0151511",10006179,"breast atrophy",0.370964464383926,0.0377756401534907
"C0236018",10003791,"aura",0.370973315218042,0.0298241098171654
"C1328419",10063207,"hydroxyproline increased",0.371009731739477,0.0285251477854378
"C0948081",10051554,"complement factor c1 increased",0.371018277783747,0.0293239150320073
"C0855662",10060898,"calcium ionised decreased",0.371021223620953,0.0258109281970787
"C0236131",10023657,"lactate dehydrogenase urine increased",0.371045521039618,0.0294767924572014
"C0860916",10008217,"ceruloplasmin decreased",0.371122105111244,0.0270653633091505
"C0877202",10049306,"gingival pruritus",0.371275318977221,0.0371905157108689
"C0231528",10028299,"muscle discomfort",0.371356766017126,0.048642543765252
"C0854044",10005797,"blood selenium increased",0.371423121018468,0.0430617949951336
"C0920151",10050983,"complement factor c4 decreased",0.371541833471661,0.0267580999589409
"C0853893",10012586,"device interaction",0.37166088171605,0.0519227293006239
"C1868782",10067043,"vaginal ph increased",0.371685655960252,0.0217966296800852
"C1696115",10065963,"device electrical finding",0.371787206587291,0.050038898705344
"C0855864",10005342,"blood arsenic increased",0.371906124582482,0.0435642197881329
"C0423226",10011040,"corneal pigmentation",0.371978265109493,0.027217134874784
"C0149651",10009691,"clubbing",0.371993137132926,0.0550658748726297
"C0858240",10005648,"blood luteinising hormone decreased",0.372035223958267,0.0323938371813958
"C2363911",10068614,"exertional headache",0.37217638742843,0.0997621882937615
"C1112797",10057537,"nasal mucosal discolouration",0.372232568169739,0.0309942665115608
"C0853024",10005702,"blood parathyroid hormone decreased",0.372274341027123,0.0318303006430544
"C0016470",10016946,"food allergy",0.37236242935038,0.028060301813941
"C0010200",10011224,"cough",0.372394424869972,0.0441913034908921
"C4049187",10076572,"dermal filler overcorrection",0.372408630049682,0.0230358008637473
"C1168117",10060234,"rheumatoid factor quantitative increased",0.372411579502992,0.0260450739227365
"C0153246",10067197,"tinea manuum",0.372449741626779,0.0337036075813076
"C0152131",10038936,"retinopathy solar",0.372762055907528,0.0546871324410868
"C0919809",10050854,"breast prosthesis user",0.372767285589968,0.0323737412155849
"C0855289",10062072,"ph body fluid decreased",0.372833043585567,0.0240816590891895
"C1504542",10063677,"puncture site infection",0.372967081257419,0.0599422014079025
"C0240363",10075532,"burn oral cavity",0.373075520618091,0.0559449833144668
"C0006147",10006247,"breast feeding",0.37315306178333,0.0349533871144625
"C0425402",10027087,"medical diet",0.373188402018952,0.0402648837687001
"C4760962",10081957,"puncture site haematoma",0.373300016787647,0.0749430011030732
"C1536034",10064423,"urine oxalate decreased",0.373355006186577,0.0299275397694942
"C2939010",10070707,"perineal erythema",0.373452423329723,0.0796331617270543
"C0860851",10030231,"oestradiol increased",0.373503362833652,0.0246150052937725
"C0919840",10050939,"osteocalcin increased",0.373535569985006,0.0268591188603103
"C0863158",10061132,"drug level above therapeutic",0.373553782658715,0.0913165499891377
"C0035460",10047145,"vasomotor rhinitis",0.3736760735919,0.065553570119166
"C0877242",10049527,"pyroglutamate increased",0.373798400804887,0.0269674421803091
"C0855862",10005339,"blood antimony increased",0.37384357696469,0.0411463180001988
"C0235146",10015535,"euphoric mood",0.373887582012182,0.100760645896729
"C0948033",10051343,"bile output decreased",0.374003650978952,0.0306619147755056
"C0853785",10005619,"blood iron decreased",0.374037585143506,0.036942458007763
"C2748056",10070071,"adiponectin increased",0.374355872358068,0.0255292687056481
"C0948581",10053116,"cystine urine present",0.374461287655195,0.0264403592199523
"C0161741",10019340,"heat oedema",0.374496968815065,0.0398149518964395
"C0855476",10005629,"blood lactate dehydrogenase decreased",0.374513857738144,0.0283619789960807
"C1096195",10054010,"thyroglobulin increased",0.374534789589763,0.0248632698402485
"C0852909",10005359,"blood bicarbonate decreased",0.374657704395969,0.0446476389262346
"C0855461",10001641,"aldolase decreased",0.37468453146064,0.025873221760188
"C0852243",10081329,"skin procedural complication",0.374699547080145,0.0311531765258524
"C1141965",10058363,"eosinophils urine present",0.374716460283767,0.0272090018835134
"C1142413",10058796,"nicotinamide decreased",0.37472129272247,0.0295128509350771
"C4551678",10015943,"eye inflammation",0.374761585456895,0.0254402072026472
"C2938870",10070482,"saliva testosterone abnormal",0.374796139070853,0.0283207386496965
"C0151665",10058001,"globulins decreased",0.374823984819006,0.0260220172352195
"C0522560",10028896,"needle track marks",0.374829566029034,0.0331915437561771
"C1168016",10059994,"base excess decreased",0.375092158873303,0.0271642457105456
"C0861067",10026744,"manganese decreased",0.375097911709443,0.0269150889817769
"C0221218",10072144,"fordyce spots",0.375335120071821,0.030950279033076
"C0853710",10005779,"blood prolactin decreased",0.37537529816933,0.0373395492752268
"C0853019",10005833,"blood thyroid stimulating hormone increased",0.375433264547426,0.0268847411325431
"C0877229",10049482,"dehydroepiandrosterone increased",0.375440166535341,0.025645860693888
"C1141903",10057966,"iron binding capacity unsaturated decreased",0.375477667465695,0.0279101015458853
"C0877517",10049471,"blood phosphorus decreased",0.375489852130574,0.041058861596595
"C1806780",10011575,"csf protein increased",0.375590914796531,0.0322197146775747
"C0282005",10039759,"scrotal swelling",0.375670745445273,0.0256255050563731
"C3665830",10073997,"catheter site fibrosis",0.375716114234991,0.0648255962846727
"C0587955",10059261,"urine cytology abnormal",0.375903151589408,0.0274984552889537
"C0861068",10026746,"manganese increased",0.375908055862414,0.0269100363722311
"C0235857",10023642,"lacrimation decreased",0.376050921299007,0.0254140563390498
"C0948035",10051345,"bile output",0.376083123990853,0.0335165518139343
"C0004031",10006474,"bronchopulmonary aspergillosis allergic",0.376099299539666,0.0310251661083602
"C0741897",10007243,"carboxyhaemoglobin increased",0.376113578009736,0.0263111431726768
"C1963789",10067639,"genital swelling",0.376171142252774,0.02591290587709
"C1611167",10064863,"waist circumference increased",0.376294429303348,0.113106578223494
"C1504323",10063343,"tryptase decreased",0.376325531356489,0.0266155926447909
"C0236043",10008219,"ceruloplasmin increased",0.376404993640619,0.0264217934986376
"C0241012",10040249,"serum ferritin decreased",0.376485257301743,0.028561747949821
"C1275515",10053509,"venomous bite",0.376645315071315,0.0241254842282683
"C0919790",10050775,"urine iron increased",0.376686570275037,0.0322735332665588
"C0235823",10043416,"therapeutic response prolonged",0.376695097526321,0.0590899262387056
"C0853747",10061015,"blood electrolytes normal",0.376712360035675,0.0337307302970283
"C0852203",10016816,"fluoride increased",0.376797301370834,0.0248341485590643
"C1535916",10064026,"pelvic floor muscle weakness",0.376836154458516,0.0414343472840728
"C0855302",10017395,"fructosamine increased",0.376849446450974,0.025674588637199
"C0600028",10065612,"loose tooth",0.377002376362923,0.0290627072280814
"C0152227",10023644,"lacrimation increased",0.377018320009171,0.0230095578363199
"C0151632",10049187,"red blood cell sedimentation rate increased",0.377071236240978,0.0390038936213836
"C4087276",10077830,"procalcitonin decreased",0.377311303283853,0.0277691773643854
"C3665624",10005395,"blood calcium decreased",0.37732072217138,0.0363317398317791
"C0596170",10004716,"binge eating",0.377337005112697,0.0473827948494941
"C0877232",10048959,"peripheral swelling",0.377368133176338,0.0264137876725214
"C0948002",10011512,"crystal urine present",0.377410555308335,0.0258759832375924
"C0549322",10015988,"eyelid infection",0.377437637593468,0.0266263700532361
"C4324616",10079378,"waist circumference decreased",0.377491894539821,0.121039065459872
"C0520836",10016989,"forced expiratory volume increased",0.377541446464088,0.0360961488267515
"C1332614",10072813,"breast angiosarcoma",0.377548156100464,0.0355734556788277
"C1608950",10064684,"device dislocation",0.377550237198828,0.054910377021404
"C0855923",10061643,"antibiotic level below therapeutic",0.377623584629191,0.085011683863417
"C1262144",10062530,"increased bronchial secretion",0.377707033658925,0.0222904514156754
"C0855665",10044357,"transferrin increased",0.377826226437966,0.0256593686711659
"C0264267",10028780,"nasal ulcer",0.37785456271762,0.0473476214403558
"C1536033",10064422,"urine oxalate increased",0.377925930648969,0.0291605869498199
"C0235086",10028293,"muscle contractions involuntary",0.378003114621949,0.0424554188503244
"C0571818",10052098,"iodine allergy",0.378034106468024,0.0278091461386959
"C0580398",10061134,"drug level therapeutic",0.378072726180464,0.0992666126795093
"C3805026",10074526,"anorectal swelling",0.378164662855888,0.024825299851464
"C0541730",10002265,"androgens increased",0.378192018961047,0.028650643381616
"C1167788",10059503,"urobilinogen faeces decreased",0.378196076564098,0.0307393249544165
"C0853155",10037033,"protein urine absent",0.378339676480952,0.0422288915058634
"C0855874",10005408,"blood carbon monoxide decreased",0.37840663246305,0.0329783654644159
"C2939095",10070837,"oropharyngeal scar",0.378418432494965,0.0323745617020449
"C2364111",10001480,"ageusia",0.378437759287483,0.119535328935527
"C0235415",10020679,"salt retention",0.378452468805071,0.0309212964686766
"C3665493",10041230,"snake bite",0.378505531660917,0.0222838000738723
"C3888454",10075545,"acquired growth hormone resistance",0.378507019704817,0.0268006992366822
"C0855916",10005383,"blood caffeine decreased",0.378669376498153,0.0392575382426622
"C0855977",10007676,"carotene decreased",0.378823543820696,0.0281026313309658
"C0853123",10005649,"blood luteinising hormone increased",0.378928693587875,0.0309063541703312
"C0235943",10009854,"cold agglutinins positive",0.3790255185572,0.0419039644440584
"C0151647",10016606,"fibrinolysis decreased",0.379107620623307,0.0264239184992043
"C0020488",10041277,"sodium retention",0.379200958487383,0.0309002228888734
"C0438141",10061578,"urine analysis normal",0.379220114059428,0.0267632811573825
"C0853908",10031118,"oropharyngeal swelling",0.379228126763385,0.0248348777363833
"C0549475",10024574,"lipase increased",0.379370995977585,0.0276364539733675
"C0860901",10037014,"protein total decreased",0.379404372838457,0.0300621074211001
"C1167681",10059168,"oxygen consumption increased",0.379435774446642,0.027925944642393
"C0233469",10005885,"blunted affect",0.379437406609063,0.0334692763485982
"C0855976",10007677,"carotene increased",0.379443186722177,0.0271260218244827
"C0162119",10018884,"haemoglobin decreased",0.379461604956917,0.0292425209740863
"C1168144",10060320,"anticoagulation drug level above therapeutic",0.379496471196288,0.0829421510045335
"C0744727",10018838,"haematocrit decreased",0.379572980218631,0.0272992938426839
"C1112167",10056290,"glutathione decreased",0.379844767914667,0.028324377372718
"C1610624",10064505,"stoma site infection",0.379850451768168,0.0621865551303762
"C0853840",10029752,"norepinephrine increased",0.38008688893853,0.0289308467308136
"C0239719",10054816,"genital erythema",0.380131011394785,0.0579086438254606
"C0853786",10005800,"blood sodium abnormal",0.380136179821006,0.0425430328599712
"C1504330",10063357,"amniotic fluid volume increased",0.380159403641346,0.0249913551674328
"C1504449",10063779,"implant site erythema",0.380356322119592,0.0732854413504586
"C0423838",10058109,"hangnail",0.380414973274155,0.0361492944027475
"C1112210",10056520,"catheter site infection",0.380466532199012,0.0601128129869857
"C0239935",10018840,"haematocrit increased",0.380471599613835,0.026532872953877
"C0235634",10051704,"costovertebral angle tenderness",0.38048885647135,0.0442225320907936
"C0267419",10075308,"allergic gastroenteritis",0.380504983488134,0.0320347292701054
"C4761079",10082181,"misleading laboratory test result",0.380542770037707,0.0377907985730115
"C0438254",10046631,"urine electrolytes abnormal",0.380575884107924,0.028809467188076
"C0395920",10077920,"vestibular migraine",0.380695128696807,0.0692237646341549
"C1141900",10057962,"rheumatoid factor increased",0.380812924532133,0.0259951367483219
"C1504371",10063537,"dihydrotestosterone increased",0.380893935759107,0.025791717162712
"C0853745",10005443,"blood copper increased",0.3809364202433,0.0381207570078394
"C0855290",10062073,"ph body fluid increased",0.380942073307484,0.0246505996358397
"C0853939",10030996,"oral mucosal discolouration",0.380959410864767,0.0197652763486275
"C1278267",10051469,"nitrite urine present",0.380969899162484,0.0284961685177839
"C0020678",10021126,"hypotrichosis",0.381021919353794,0.0295386576716918
"C0151904",10003481,"aspartate aminotransferase increased",0.381031227575885,0.0265223248014523
"C1868755",10066965,"procedural headache",0.381036644154698,0.0915676800914521
"C0853031",10019043,"hair follicle tumour benign",0.381063577675775,0.0349470550024894
"C0151778",10027120,"megakaryocytes increased",0.381068467622518,0.0238973503898487
"C4552384",10069868,"drug implant issue",0.381122543212562,0.0621147289940029
"C0040250",10043866,"tinea capitis",0.381130583435859,0.0350917904895398
"C0522046",10055120,"cough suppression",0.381165284162267,0.0436717163006273
"C1868752",10066962,"procedural nausea",0.381180376365027,0.0746509430268203
"C0231856",10064780,"breath sounds abnormal",0.381242176898723,0.039218589032586
"C0919639",10050248,"faecal volume decreased",0.381257090615068,0.0294452643527903
"C0005741",10005148,"blepharitis",0.381327606041387,0.0348115134830367
"C0151749",10023550,"laboratory test interference",0.381598099537151,0.0394986428048439
"C0855666",10044356,"transferrin decreased",0.381626123449467,0.0274093412809586
"C3495829",10072726,"chronic pigmented purpura",0.381631650164306,0.0435617729342049
"C3805030",10074531,"anticoagulation drug level abnormal",0.381675291368292,0.0870201413653322
"C0423428",10063185,"macular scar",0.381675902032097,0.0295773129846264
"C4476790",10011574,"csf protein decreased",0.381783064653057,0.0312532418267368
"C0240689",10070655,"penile erythema",0.381851022929193,0.0703327715572557
"C0423693",10018745,"growing pains",0.382059214213705,0.0738598532836749
"C0877531",10049520,"reticulin increased",0.382108359081367,0.026075293130882
"C0853125",10005533,"blood follicle stimulating hormone decreased",0.382147516266981,0.0269226408874828
"C0855574",10061694,"beta 2 microglobulin urine abnormal",0.382149589032592,0.0264191508338431
"C0855755",10036994,"protein albumin ratio increased",0.38215926405361,0.0328785846076122
"C1168143",10060319,"anticoagulation drug level therapeutic",0.382271603745023,0.092140869957645
"C0740651",10060926,"abdominal symptom",0.382308275471964,0.0756473117885012
"C0855762",10015697,"expiratory reserve volume abnormal",0.382346945691466,0.044878038602302
"C0855868",10005355,"blood beryllium increased",0.382443185251253,0.0406612424244701
"C0312416",10027975,"morning sickness",0.38247635555778,0.0424436529326207
"C4285797",10078483,"antemortem blood drug level abnormal",0.382652036508392,0.0532970644614472
"C1868796",10067081,"procalcitonin increased",0.382808000844652,0.0246502089054062
"C1167679",10059165,"oxygen consumption decreased",0.382811583822832,0.0289991957910284
"C1096286",10054795,"transaminases decreased",0.382828111836495,0.0256098613956501
"C0263537",10030336,"onychogryphosis",0.382877891829303,0.0317607797145237
"C0016199",10016750,"flank pain",0.382888448216165,0.0654247520256385
"C0877065",10056327,"anticonvulsant drug level below therapeutic",0.382895367089671,0.0918176386089989
"C0853741",10005407,"blood carbon monoxide abnormal",0.382951192349966,0.0283572980960937
"C0008033",10035623,"pleuritic pain",0.383036213852014,0.0903696910884308
"C0238395",10037124,"pseudohermaphroditism male",0.383082273831033,0.0302146663484922
"C0428553",10050763,"csf glucose increased",0.383093045645667,0.0406699809062357
"C0853225",10022595,"international normalised ratio increased",0.383146539991179,0.0312317573869715
"C0855578",10061049,"complement factor increased",0.383294340868151,0.0271500285163158
"C0853226",10022594,"international normalised ratio decreased",0.383359018051863,0.0305089284552843
"C0393761",10027590,"middle insomnia",0.383401428315072,0.0473038790438654
"C1112264",10056700,"therapeutic agent urine positive",0.38340410306291,0.0448814914958577
"C0151648",10016607,"fibrinolysis increased",0.383422560022839,0.0252359060836952
"C1535963",10064173,"oesophageal ph decreased",0.383439892141973,0.0265222018103893
"C3665961",10069873,"device colour faded",0.383447144331511,0.0271395872680006
"C0877336",10049869,"blood bilirubin decreased",0.383453937544836,0.0561365584463725
"C0016579",10017062,"formication",0.383454716201537,0.0597851849351759
"C0948241",10055163,"thyroxine free increased",0.383780182864687,0.0256008671827742
"C0858677",10029120,"nephritis allergic",0.38379665648875,0.0328976623466882
"C0853124",10005534,"blood follicle stimulating hormone increased",0.383829186638749,0.0252184038712742
"C0853875",10028631,"myoglobin urine present",0.38394832923957,0.0295102934711827
"C0549330",10010126,"complement factor c3 increased",0.383977850217751,0.029325218726271
"C0853629",10005837,"blood triglycerides abnormal",0.384118692589868,0.0653833780862291
"C0854025",10005321,"blood aluminium increased",0.384135003697204,0.0397367252230706
"C3203570",10071430,"exposure via skin contact",0.384175015471933,0.0223918794606239
"C0853813",10024769,"local reaction",0.384184668751988,0.0399301282222334
"C0855675",10005867,"blood zinc decreased",0.384194239266543,0.0352417524482881
"C0520837",10016987,"forced expiratory volume decreased",0.384234456332969,0.0372018638228865
"C0236062",10019150,"haptoglobin decreased",0.384309290673013,0.0261465468593306
"C0438246",10014468,"electrophoresis protein abnormal",0.384332370260465,0.0304847858632232
"C0855856",10060888,"skin test negative",0.384364794408625,0.0316774679699619
"C0521532",10012708,"diaphragm muscle weakness",0.384365318611368,0.0457027367654807
"C0085511",10072665,"tooth demineralisation",0.384389211635526,0.0293288204138809
"C0269995",10023671,"lactation puerperal increased",0.384392924421912,0.0211419077766169
"C0919562",10049939,"faecal volume increased",0.384405877303798,0.0281315510786785
"C1168087",10060145,"antipsychotic drug level below therapeutic",0.384406147492301,0.094721137015523
"C0855925",10061646,"antidepressant drug level above therapeutic",0.384503083363827,0.0983480772348514
"C3854369",10074995,"genital blister",0.384521406901504,0.0281443075340559
"C0423124",10012493,"dermatochalasis",0.384555772015067,0.0270247352379993
"C1868781",10067042,"vaginal ph abnormal",0.384560984153104,0.0208229462548522
"C0563247",10005372,"blood blister",0.384661532607791,0.024373258876957
"C0853742",10005409,"blood carbon monoxide increased",0.38470085665438,0.0304627572667015
"C0232487",10000059,"abdominal discomfort",0.384702523577135,0.036223898616439
"C0332573",10025421,"macule",0.384752674676734,0.0497790488406756
"C0853383",10015062,"epinephrine decreased",0.384808383310375,0.0314387668612332
"C0853604",10005572,"blood growth hormone abnormal",0.384923899333083,0.0303129844492654
"C0858134",10005635,"plasma lactic acid increased",0.384950605580653,0.0252502793849668
"C1295633",10063270,"progesterone abnormal",0.384981490405481,0.0454087998609946
"C0855931",10061740,"cardioactive drug level above therapeutic",0.385027630372516,0.0912668874383239
"C1504322",10063342,"tryptase increased",0.385031785436052,0.0243839040633195
"C0221148",10035531,"platelet destruction increased",0.385035093289137,0.0282885875803679
"C0236007",10027059,"meconium increased",0.385132935609492,0.0282581774836573
"C0311468",10005364,"blood bilirubin increased",0.385230763623834,0.0585122061800598
"C0549399",10024910,"low density lipoprotein increased",0.38531139530535,0.0271202814103112
"C0549567",10062080,"pigmentation disorder",0.38552365127441,0.115154566858248
"C0271036",10038895,"retinal scar",0.385544393719858,0.0314373227930186
"C0877243",10049529,"serum serotonin increased",0.385708077315065,0.0256448827769636
"C0859088",10030972,"oral discharge",0.385792405290985,0.030601935201975
"C2225524",10006242,"breast enlargement",0.385816739985523,0.0360954933636048
"C4552235",10080751,"exposure via breast milk",0.385872309530682,0.0308163357198112
"C2747846",10069773,"administration related reaction",0.385921971276943,0.036447924277435
"C2938963",10070640,"thiopurine methyltransferase decreased",0.385992024384971,0.0262943402845075
"C0578870",10072757,"chronic spontaneous urticaria",0.386151423108252,0.0713320342347784
"C0151825",10006002,"bone pain",0.386172018027559,0.068706652376434
"C4552157",10080408,"genital odour",0.386208622547796,0.0237600041751742
"C0240513",10064043,"nipple inflammation",0.386297654704128,0.0254708415261644
"C1535958",10064166,"fibronectin increased",0.386339936367809,0.0252537114530222
"C1096103",10053686,"cardiac assistance device user",0.386379142243279,0.0412791882805782
"C2747815",10069721,"leptin level increased",0.386423757066701,0.0264731147704372
"C2745924",10035518,"platelet aggregation increased",0.386435520302852,0.0267494659487003
"C0855754",10036992,"protein albumin ratio decreased",0.386483658766244,0.0315101627680171
"C0948195",10051873,"vaginal relaxation",0.386490964838558,0.0335672851102003
"C0151479",10002016,"amylase increased",0.38651966257106,0.029043107826712
"C1096196",10054011,"thyroglobulin decreased",0.386617820168981,0.0262009551252454
"C0855529",10062232,"urine sodium abnormal",0.386667197785946,0.0291080299680852
"C0853771",10005397,"blood calcium normal",0.386704516363838,0.033887853003008
"C0577115",10074859,"faeces soft",0.386850608252349,0.0565823396022082
"C2748012",10070022,"cronobacter test positive",0.386876003654043,0.0359381623994922
"C1739370",10066194,"orthosis user",0.386886376847407,0.0473322873200999
"C0857739",10018612,"gonorrhoeal discharge",0.386906534763603,0.0349671011846938
"C0549313",10006438,"bronchial irritation",0.387022176281144,0.0314342246901013
"C0851043",10024592,"lipids increased",0.387053869946344,0.0330025981688392
"C1504372",10063538,"dihydrotestosterone decreased",0.387135180351772,0.027143739934571
"C0577018",10066792,"stomach mass",0.387315739240785,0.0301014772868786
"C0743295",10049177,"drug screen positive",0.387334407801432,0.0681696042767983
"C1096065",10053580,"drug physiologic incompatibility",0.387398442256128,0.0984733813180432
"C1168045",10060052,"histamine level decreased",0.387412721695066,0.0302913252827947
"C0455950",10068058,"nail atrophy",0.387479812263199,0.0265248653279447
"C0850638",10076911,"infected bite",0.387561137413081,0.032559215108264
"C0039971",10043458,"thirst",0.387681278333888,0.0474786919839923
"C0853823",10029750,"norepinephrine decreased",0.387794607731214,0.0264806171782175
"C2747852",10069802,"device related sepsis",0.387815944440385,0.0428380147127571
"C0003044",10002515,"animal bite",0.388005568066986,0.0213732546081635
"C0948121",10051660,"intranasal paraesthesia",0.388157280681407,0.0316873221032096
"C2926602",10080907,"discharge",0.388234050869003,0.0366737345978106
"C0948240",10055162,"thyroxine free decreased",0.388248704060615,0.0272997299690691
"C1168145",10060321,"anticoagulation drug level below therapeutic",0.388265583465029,0.0837387648935288
"C0040434",10044032,"tooth discolouration",0.388278784829788,0.0244023856167659
"C0853612",10005647,"blood luteinising hormone abnormal",0.38829500330772,0.0300389833385651
"C0016952",10017605,"galactose intolerance",0.388340892595189,0.0423157539381004
"C0043144",10047924,"wheezing",0.388396518661993,0.0968798551396378
"C0860556",10043963,"tongue movement disturbance",0.388417258896311,0.0300982189642636
"C1328425",10063223,"amphetamines negative",0.388438400453975,0.0995996821682245
"C0028077",10029404,"night blindness",0.388534499601833,0.0414288029029762
"C4087152",10077356,"bilirubin urine present",0.388652609223397,0.0289067950870763
"C0162830",10034972,"photosensitivity reaction",0.388658907400481,0.0242948180295988
"C0242992",10057865,"multiple chemical sensitivity",0.388858867959531,0.0482628848068533
"C2242636",10068071,"inhibitory drug interaction",0.38886523536857,0.0992474749594643
"C0741856",10074895,"caffeine allergy",0.388911367855299,0.027576924177952
"C1096295",10054807,"anticonvulsant drug level above therapeutic",0.389076105012899,0.0918964134633002
"C0239691",10050748,"free thyroxine index decreased",0.389102470526616,0.0240239929031588
"C0544691",10081101,"hanging",0.389115418897336,0.0304612049960452
"C1609513",10064925,"arteriovenous graft site abscess",0.389183880829656,0.0606660360942443
"C0236061",10019152,"haptoglobin increased",0.38922964001918,0.0240197520055854
"C4285775",10078402,"skin culture positive",0.38928714285104,0.0480687251406473
"C0853595",10005423,"blood cholesterol abnormal",0.389344384964024,0.0688908901384955
"C1096066",10053581,"drug therapeutic incompatibility",0.389372310565463,0.109845595994054
"C1328410",10063184,"cutaneous contour deformity",0.389507063891525,0.0443457793965591
"C1168000",10059975,"antiviral drug level below therapeutic",0.389524535822355,0.0866316582353607
"C0855932",10061741,"cardioactive drug level below therapeutic",0.389653799551445,0.0883620849746882
"C0030232",10033546,"pallor",0.389736243457404,0.0266344142290047
"C0021177",10024421,"libido increased",0.389738180378466,0.0330617742355433
"C0151667",10018350,"globulins increased",0.389740790319709,0.0255794190223818
"C1291138",10081354,"lipoprotein increased",0.389906850152043,0.026897194984842
"C0687713",10017999,"gastrointestinal pain",0.389933301666204,0.0622927374310746
"C0025274",10027182,"menarche",0.390012941545465,0.0350764116827346
"C0853149",10005630,"blood lactate dehydrogenase increased",0.390045264320893,0.0297412697671761
"C1168019",10060013,"blood alcohol increased",0.390050300092482,0.0427584758521854
"C0948278",10052099,"serum serotonin decreased",0.39009563901562,0.0255871196751831
"C0162628",10065173,"viral skin infection",0.390129369473415,0.0348957041627797
"C0542213",10040934,"skin test positive",0.390142284519101,0.0316462361102964
"C0342981",10061531,"skin degenerative disorder",0.390213562926463,0.116194197082891
"C3854485",10075327,"blood bilirubin unconjugated decreased",0.390250999994783,0.0491414266077788
"C2584688",10043354,"testicular swelling",0.390306971770148,0.0284407599354637
"C0863087",10011968,"decreased immune responsiveness",0.390332179698478,0.0243076623543353
"C0919805",10050849,"orthodontic appliance user",0.390361481672449,0.0399395714005664
"C1142026",10058528,"bile output increased",0.390367117705742,0.028028592809173
"C0853348",10003399,"arthropod bite",0.390501122202848,0.0232894468045906
"C2363929",10068652,"histamine intolerance",0.390510975268674,0.0346781915090315
"C0855926",10061647,"antidepressant drug level below therapeutic",0.390570822653444,0.0957160975517469
"C0273433",10028829,"neck crushing",0.390606050578475,0.030398782312971
"C2364082",10050515,"hyposmia",0.390671139033935,0.12252985612135
"C0239692",10050749,"free thyroxine index increased",0.390722943331152,0.026649936785592
"C2718128",10028741,"nasal inflammation",0.390778349143817,0.026956400623391
"C0002453",10001928,"amenorrhoea",0.390780063295918,0.0566978368438731
"C0424091",10011971,"decreased interest",0.390816795708634,0.0257742156118448
"C1168044",10060051,"histamine level increased",0.390880891352233,0.0296482981643283
"C0853107",10041439,"specific gravity urine abnormal",0.390909535097469,0.0234316714256958
"C4049296",10077030,"masticatory pain",0.390946004288399,0.0881228744240808
"C0549317",10004557,"bilateral breast buds",0.390974580956267,0.0369831876323328
"C4022891",10074354,"liver iron concentration increased",0.391003493616669,0.0314863909493821
"C0853617",10005685,"blood oestrogen abnormal",0.391120774168025,0.0308306244800212
"C0564622",10001582,"albumin urine present",0.39114508318041,0.0263829837468822
"C0029882",10065838,"middle ear inflammation",0.391192141421918,0.0239907575667015
"C1695986",10065596,"female sex hormone level abnormal",0.391196263129346,0.0322748843539548
"C0266008",10006271,"breast malformation",0.391342250487513,0.0324971216946834
"C0017565",10018276,"gingival bleeding",0.391360356784136,0.0220167463730675
"C1610596",10064507,"lysozyme increased",0.391416826687274,0.0283691021346918
